Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Mohr_1_1_Ctrl Spectral Count	Mohr_1_2_Ctrl Spectral Count	Mohr_1_3_Ctrl Spectral Count	Mohr_2_1_CBN375 Spectral Count	Mohr_2_2_CBN375 Spectral Count	Mohr_2_3_CBN375 Spectral Count	Mohr_3_1_CBN550 Spectral Count	Mohr_3_2_CBN550 Spectral Count	Mohr_3_3_CBN550 Spectral Count	Mohr_4_1_CBN772 Spectral Count	Mohr_4_2_CBN772 Spectral Count	Mohr_4_3_CBN772 Spectral Count	Mohr_5_1_ASHRAE Spectral Count	Mohr_5_2_ASHRAE Spectral Count	Mohr_5_3_ASHRAE Spectral Count	Mohr_6_1_A2FINE Spectral Count	Mohr_6_2_A2FINE Spectral Count	Mohr_6_3_A2FINE Spectral Count	Mohr_1_1_Ctrl Intensity	Mohr_1_2_Ctrl Intensity	Mohr_1_3_Ctrl Intensity	Mohr_2_1_CBN375 Intensity	Mohr_2_2_CBN375 Intensity	Mohr_2_3_CBN375 Intensity	Mohr_3_1_CBN550 Intensity	Mohr_3_2_CBN550 Intensity	Mohr_3_3_CBN550 Intensity	Mohr_4_1_CBN772 Intensity	Mohr_4_2_CBN772 Intensity	Mohr_4_3_CBN772 Intensity	Mohr_5_1_ASHRAE Intensity	Mohr_5_2_ASHRAE Intensity	Mohr_5_3_ASHRAE Intensity	Mohr_6_1_A2FINE Intensity	Mohr_6_2_A2FINE Intensity	Mohr_6_3_A2FINE Intensity	Indistinguishable Proteins
sp|O75822|EIF3J_HUMAN	O75822	EIF3J_HUMAN	EIF3J	258	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit J 	1.0000	0.9990	5	33	33	33	2	1	4	1	1	1	2	1	2	2	3	3	3	2	2	1	1	1	2100477	1168130	1961457	1740818	1398743	670320	6950098	2005857	2343809	2606340	2589463	1427183	2559522	937827	1361143	1993416	1474146	1298628		
sp|O75874|IDHC_HUMAN	O75874	IDHC_HUMAN	IDH1	414	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Isocitrate dehydrogenase [NADP] cytoplasmic 	1.0000	0.9990	2	8	8	8	0	0	0	2	0	0	0	0	0	1	1	1	2	1	0	0	0	0	     0	     0	     0	167670	     0	     0	     0	     0	     0	275082	168088	187974	223162	192672	     0	     0	     0	     0		
sp|O75891|AL1L1_HUMAN	O75891	AL1L1_HUMAN	ALDH1L1	902	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Cytosolic 10-formyltetrahydrofolate dehydrogenase 	1.0000	0.9978	2	10	2	10	1	2	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	846222	985376	522862	848776	     0	     0	     0	     0	     0	     0	     0	731383	938937	520963	881101	     0	1096356	     0		
sp|O75937|DNJC8_HUMAN	O75937	DNJC8_HUMAN	DNAJC8	253	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	DnaJ homolog subfamily C member 8 	1.0000	0.9990	9	64	64	64	7	4	5	5	3	4	2	2	1	3	4	4	4	3	6	2	2	3	5094548	3667824	3415326	2791840	3850978	2205242	4786322	2950408	1161946	3836300	4108429	2597886	3616522	2930860	3459741	3903554	2410332	2061022		
sp|O76003|GLRX3_HUMAN	O76003	GLRX3_HUMAN	GLRX3	335	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Glutaredoxin-3 	1.0000	0.9990	2	10	10	10	1	1	0	2	0	0	0	0	0	0	1	1	1	2	0	0	0	1	2507961	321644	     0	1745159	     0	     0	     0	     0	     0	     0	573776	512526	1793480	537943	     0	     0	     0	4640902		
sp|O76061|STC2_HUMAN	O76061	STC2_HUMAN	STC2	302	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Stanniocalcin-2 	1.0000	0.9990	5	38	38	38	5	5	5	3	4	0	0	0	0	3	5	0	3	2	2	0	0	1	2894152	1051122	962676	1390833	1903581	     0	     0	     0	     0	1629068	2418109	     0	1653802	292427	1170319	     0	     0	1017290		
sp|O94760|DDAH1_HUMAN	O94760	DDAH1_HUMAN	DDAH1	285	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 	1.0000	0.9990	3	20	20	23	2	1	2	1	1	1	0	0	0	2	2	2	2	2	2	0	0	0	160418	522760	1120255	1096835	1368544	1983412	     0	     0	     0	1512892	1802808	2671085	2009811	3250706	1024017	     0	     0	     0		
sp|O94788|AL1A2_HUMAN	O94788	AL1A2_HUMAN	ALDH1A2	518	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Retinal dehydrogenase 2 	1.0000	0.9990	8	30	27	43	0	1	1	3	1	1	1	1	2	2	1	2	4	2	2	2	2	2	960300	978597	791444	1365206	1290292	723533	205004	172971	589906	1444803	1678406	2170960	1875131	984380	990332	482645	394679	455324		
sp|O94856|NFASC_HUMAN	O94856	NFASC_HUMAN	NFASC	1347	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Neurofascin 	1.0000	0.9990	3	12	12	12	0	0	0	0	1	0	0	1	1	1	1	0	0	2	0	1	2	2	     0	     0	     0	     0	339232	     0	     0	232990	242574	232255	480278	     0	     0	602417	     0	171435	396796	338473		
sp|O94875|SRBS2_HUMAN	O94875	SRBS2_HUMAN	SORBS2	1100	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Sorbin and SH3 domain-containing protein 2 	1.0000	0.9990	8	49	49	49	6	5	4	3	2	2	1	2	2	4	2	1	4	2	3	1	2	3	1655890	884081	1511732	1342687	651667	986830	1218168	1877992	1250232	1434251	656427	322318	1308657	918813	1700768	653417	715030	1369302		
sp|O94985|CSTN1_HUMAN	O94985	CSTN1_HUMAN	CLSTN1	981	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Calsyntenin-1 	1.0000	0.9990	18	204	204	204	14	9	14	13	14	12	3	4	5	17	18	11	23	17	15	4	6	5	8165557	3284831	3838250	6044937	4688280	3044609	2049130	1204209	1565656	6317105	4934058	4252459	8207225	6105633	4446441	2717257	2405477	3138500		
sp|O94992|HEXI1_HUMAN	O94992	HEXI1_HUMAN	HEXIM1	359	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Protein HEXIM1 	1.0000	0.9990	2	16	16	16	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	571626	     0	307672	1423503	1248786	700309	     0	650565	616016	1582694	647967	594320	763539	653581	1117614	636008	604717	867698		
sp|O95218|ZRAB2_HUMAN	O95218	ZRAB2_HUMAN	ZRANB2	330	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Zinc finger Ran-binding domain-containing protein 2 	1.0000	0.9990	2	17	17	17	4	1	1	2	2	0	0	0	0	2	2	1	1	1	0	0	0	0	755066	171282	196288	138284	351072	     0	     0	     0	     0	437660	364281	159356	     0	153640	     0	     0	     0	     0		
sp|O95292|VAPB_HUMAN	O95292	VAPB_HUMAN	VAPB	243	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Vesicle-associated membrane protein-associated protein B/C 	1.0000	0.9990	2	7	7	11	0	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	0	502957	313601	271871	     0	371353	237689	     0	     0	     0	637942	539552	     0	631743	454263	1065400	     0	     0	     0		
sp|O95394|AGM1_HUMAN	O95394	AGM1_HUMAN	PGM3	542	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Phosphoacetylglucosamine mutase 	1.0000	0.9990	4	12	12	12	0	0	1	2	0	3	0	0	0	1	0	1	2	1	1	0	0	0	     0	     0	696171	568057	     0	1073181	     0	     0	     0	339969	     0	327704	329031	279153	333026	     0	     0	     0		
sp|O95433|AHSA1_HUMAN	O95433	AHSA1_HUMAN	AHSA1	338	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Activator of 90 kDa heat shock protein ATPase homolog 1 	1.0000	0.9990	4	7	7	7	0	0	0	3	0	0	1	0	0	0	0	1	0	0	2	0	0	0	     0	     0	     0	343557	     0	     0	446302	     0	     0	     0	     0	129786	     0	     0	373870	     0	     0	     0		
sp|O95633|FSTL3_HUMAN	O95633	FSTL3_HUMAN	FSTL3	263	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Follistatin-related protein 3 	1.0000	0.9981	4	11	11	11	2	1	1	0	1	1	0	0	1	1	0	1	0	1	0	1	0	0	638927	147312	145263	     0	336487	143907	     0	     0	166043	368441	     0	162272	     0	129923	     0	     0	     0	     0		
sp|O95747|OXSR1_HUMAN	O95747	OXSR1_HUMAN	OXSR1	527	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein kinase 	1.0000	0.9990	4	33	33	33	3	2	3	2	2	3	0	0	0	2	2	3	2	2	3	2	1	1	2278165	1600045	2770882	1766737	1492718	2490533	     0	     0	     0	1668817	1726705	1788247	1586136	1398491	4388745	1553032	912282	1199780		
sp|O95757|HS74L_HUMAN	O95757	HS74L_HUMAN	HSPA4L	839	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Heat shock 70 kDa protein 4L 	1.0000	0.9990	5	12	12	17	0	1	0	0	0	0	3	2	3	0	0	0	0	0	0	1	1	1	1014783	1377339	1281463	     0	3130596	     0	4949718	2409199	2933737	     0	     0	     0	     0	     0	4164819	878412	593408	642975		
sp|O95777|LSM8_HUMAN	O95777	LSM8_HUMAN	LSM8	96	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	U6 snRNA-associated Sm-like protein LSm8 	1.0000	0.9990	4	83	83	83	8	6	6	5	6	5	0	0	0	7	6	5	8	6	6	3	4	2	1806764	1290579	1409711	2494271	1326939	1423174	     0	     0	     0	1799296	1768935	2082820	2437638	1820503	2088421	370562	615166	480748		
sp|O95817|BAG3_HUMAN	O95817	BAG3_HUMAN	BAG3	575	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	BAG family molecular chaperone regulator 3 	1.0000	0.9990	3	4	4	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	     0	     0	217268	     0	     0	     0	     0	     0	     0	     0	490788	     0	     0	     0	278121	1456555	     0	     0		
sp|O95834|EMAL2_HUMAN	O95834	EMAL2_HUMAN	EML2	649	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Echinoderm microtubule-associated protein-like 2 	1.0000	0.9990	3	17	17	17	0	0	0	1	0	1	1	1	1	2	1	1	3	0	1	1	2	1	     0	     0	     0	182007	     0	113354	537255	384750	366140	336557	142465	213408	312639	     0	107120	254216	215147	136086		
sp|O95861|BPNT1_HUMAN	O95861	BPNT1_HUMAN	BPNT1	308	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	3'(2'),5'-bisphosphate nucleotidase 1 	1.0000	0.9990	9	46	46	46	1	1	4	5	3	4	0	0	0	6	4	4	3	4	5	0	1	1	552584	185325	600195	943197	980438	4359753	     0	     0	     0	8777820	595071	851766	679840	645881	916375	     0	675505	245515		
sp|O95865|DDAH2_HUMAN	O95865	DDAH2_HUMAN	DDAH2	285	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	N(G),N(G)-dimethylarginine dimethylaminohydrolase 2 	1.0000	0.9990	6	24	21	24	1	2	1	1	2	1	0	0	0	1	2	2	2	3	2	1	2	1	505686	554600	352306	646772	877160	1022367	     0	     0	     0	813515	987722	2049603	919274	2329713	989826	756284	304267	430639		
sp|O95881|TXD12_HUMAN	O95881	TXD12_HUMAN	TXNDC12	172	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Thioredoxin domain-containing protein 12 	1.0000	0.9990	4	43	43	43	2	3	3	2	2	2	3	2	2	3	2	2	3	3	4	2	1	2	1238276	578295	1650785	1380933	2029937	1129729	4484106	2635179	2765633	2032304	1658302	1325809	1560822	1601290	2571758	3153198	551070	2192138		
sp|O95989|NUDT3_HUMAN	O95989	NUDT3_HUMAN	NUDT3	172	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Diphosphoinositol polyphosphate phosphohydrolase 1 	1.0000	0.9990	2	7	7	7	0	0	0	1	0	1	0	0	0	1	0	1	2	1	0	0	0	0	     0	     0	     0	1023804	     0	326789	     0	     0	     0	741082	     0	452257	1143191	389542	     0	     0	     0	     0		
sp|P00167|CYB5_HUMAN	P00167	CYB5_HUMAN	CYB5A	134	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Cytochrome b5 	1.0000	0.9990	3	15	15	15	1	1	1	1	1	0	3	2	1	0	1	1	1	0	0	0	0	1	3974273	180266	157742	363860	4030591	     0	2874747	1061868	771439	     0	4104655	2782728	3746543	     0	     0	     0	     0	4596107		
sp|P00338|LDHA_HUMAN	P00338	LDHA_HUMAN	LDHA	332	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	L-lactate dehydrogenase A chain 	1.0000	0.9990	12	183	160	183	9	12	11	14	14	12	6	4	4	11	17	16	11	10	10	8	7	7	6601813	4355543	4525036	10027019	8383251	5766479	9518853	3817453	5739136	10636368	10965978	8579780	9362523	6645525	7510804	4606028	4470996	5357018		
sp|P00352|AL1A1_HUMAN	P00352	AL1A1_HUMAN	ALDH1A1	501	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Retinal dehydrogenase 1 	1.0000	0.9990	12	103	87	103	8	5	8	5	6	5	3	3	2	6	8	7	11	9	7	4	3	3	3081584	1473432	2553106	2866375	3420183	1509030	3660096	1908651	1288924	4670148	4181575	3372960	5685964	3321858	3109518	2351944	1425216	1926043		
sp|P00367|DHE3_HUMAN	P00367	DHE3_HUMAN	GLUD1	558	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Glutamate dehydrogenase 1, mitochondrial 	1.0000	0.9990	9	60	22	60	6	1	4	4	4	4	3	2	3	5	4	4	4	4	3	1	2	2	8270753	340405	7063239	7568937	7332615	9208448	4223279	2002884	2212203	3035305	7847806	6291081	1946191	6163639	1696158	538666	800128	467066		
sp|P00441|SODC_HUMAN	P00441	SODC_HUMAN	SOD1	154	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Superoxide dismutase [Cu-Zn] 	1.0000	0.9990	5	56	56	56	5	4	3	5	5	4	0	0	0	6	3	4	3	3	4	2	3	2	7008934	4174545	4245015	8869962	10018262	4230115	     0	     0	     0	10097509	9558344	4499241	6166586	2596027	3241822	1712859	1342634	1085559		
sp|P00450|CERU_HUMAN	P00450	CERU_HUMAN	CP	1065	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Ceruloplasmin 	1.0000	0.9990	5	81	81	81	6	6	5	6	5	6	0	2	2	5	5	4	5	6	4	5	6	3	3616619	2260698	2384255	4040240	2842636	1812774	     0	1649545	1348248	3206648	2986543	1037885	3020569	1976690	1553148	2710157	1850129	1236037		
sp|P00491|PNPH_HUMAN	P00491	PNPH_HUMAN	PNP	289	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Purine nucleoside phosphorylase 	1.0000	0.9990	6	68	68	68	2	4	4	6	4	4	2	2	4	5	7	4	6	1	5	3	3	2	1305332	1773140	2604329	3746752	2648018	1852228	4374735	2769021	16102241	3746385	4541065	3366208	3997402	444462	3210846	2898156	2172913	1987231		
sp|P00492|HPRT_HUMAN	P00492	HPRT_HUMAN	HPRT1	218	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Hypoxanthine-guanine phosphoribosyltransferase 	1.0000	0.9990	6	53	53	53	2	3	2	1	2	2	3	4	4	2	2	3	4	3	6	3	3	4	857339	1014285	1055585	411764	628268	918013	2790338	2765160	2868292	1504897	807104	1338063	2432605	2157346	2278681	1957452	1688232	2720230		
sp|P00505|AATM_HUMAN	P00505	AATM_HUMAN	GOT2	430	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Aspartate aminotransferase, mitochondrial 	1.0000	0.9990	5	19	19	19	1	0	0	2	2	2	0	0	1	3	2	3	0	2	1	0	0	0	1605938	     0	     0	629108	1133196	1551798	     0	     0	574283	2162172	3711793	1560048	     0	748006	382896	     0	     0	     0		
sp|P00558|PGK1_HUMAN	P00558	PGK1_HUMAN	PGK1	417	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Phosphoglycerate kinase 1 	1.0000	0.9990	19	204	174	204	14	15	15	17	14	11	0	0	2	20	21	21	20	19	12	1	0	2	8613383	5907657	4382861	23201351	11230661	7836095	     0	     0	2420610	24395105	14147944	7588881	13050824	7914074	5275863	446162	     0	722203		
sp|P00568|KAD1_HUMAN	P00568	KAD1_HUMAN	AK1	194	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Adenylate kinase isoenzyme 1 	1.0000	0.9990	6	41	26	41	4	2	2	2	0	2	3	2	3	3	1	3	2	3	4	1	2	2	2709051	759719	894475	1635240	     0	800729	3477698	1075949	1810942	3461444	1143762	2448875	2238457	2909215	11194355	1027689	1427993	1722579		
sp|P00709|LALBA_HUMAN	P00709	LALBA_HUMAN	LALBA	142	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Alpha-lactalbumin 	1.0000	0.9990	2	11	11	11	0	0	0	0	0	0	4	4	3	0	0	0	0	0	0	0	0	0	     0	     0	     0	     0	     0	     0	2999070	1326586	1338780	     0	     0	     0	     0	     0	     0	     0	     0	     0		
sp|P00734|THRB_HUMAN	P00734	THRB_HUMAN	F2	622	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Prothrombin 	1.0000	0.9990	4	15	15	15	1	1	1	0	1	0	0	0	0	2	2	2	1	1	3	0	0	0	1511183	600089	703718	     0	549076	     0	     0	     0	     0	1515065	1684435	963864	1467835	795043	1693682	     0	     0	     0		
sp|P00738|HPT_HUMAN	P00738	HPT_HUMAN	HP	406	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Haptoglobin 	1.0000	0.9990	8	49	6	49	6	3	2	4	3	2	2	2	1	4	4	4	3	3	4	0	1	1	5012399	2591720	2438711	5460012	2556432	2674821	569614	1703249	257616	6925332	3364939	3995788	6402050	3006981	3230789	     0	848223	723028		
sp|P00747|PLMN_HUMAN	P00747	PLMN_HUMAN	PLG	810	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Plasminogen 	1.0000	0.9985	2	5	2	5	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	     0	     0	     0	     0	1141226	     0	379150	     0	782478	     0	     0	1716729	     0	     0	1580522	     0	     0	     0		
sp|P00751|CFAB_HUMAN	P00751	CFAB_HUMAN	CFB	764	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Complement factor B 	1.0000	0.9990	5	44	44	44	2	6	4	4	2	2	0	0	0	4	4	3	5	4	4	0	0	0	618152	655583	735694	1912105	981617	1191558	     0	     0	     0	1835375	1628186	1345467	2226631	1393721	1580316	     0	     0	     0		
sp|P00918|CAH2_HUMAN	P00918	CAH2_HUMAN	CA2	260	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Carbonic anhydrase 2 	1.0000	0.9990	4	35	35	35	1	1	1	3	3	0	1	1	2	4	3	3	3	2	2	1	3	1	1795705	839923	681364	3024448	4511758	     0	969685	516923	1086414	4293466	5528687	3552595	5695394	1952183	2328252	1384732	1957973	682462		
sp|P01008|ANT3_HUMAN	P01008	ANT3_HUMAN	SERPINC1	464	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Antithrombin-III 	1.0000	0.9990	4	62	62	62	4	5	4	5	4	4	1	1	1	4	5	4	4	5	4	2	3	2	9334789	5773564	6035484	15925157	11253106	6284643	2912731	1557150	1161292	9364028	10575676	5062788	7979062	7159210	5709700	3711718	3563587	1868036		
sp|P01009|A1AT_HUMAN	P01009	A1AT_HUMAN	SERPINA1	418	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Alpha-1-antitrypsin 	1.0000	0.9990	9	72	72	72	7	4	4	7	5	5	0	0	0	5	6	7	4	6	7	1	3	1	1797696	732653	1009687	2926883	2774760	1109077	     0	     0	     0	2532405	2857741	1463570	2519984	1854827	2135754	281445	740007	173465		
sp|P01011|AACT_HUMAN	P01011	AACT_HUMAN	SERPINA3	423	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Alpha-1-antichymotrypsin 	1.0000	0.9990	5	35	35	35	0	2	2	3	2	3	1	1	1	2	3	3	3	4	3	1	1	0	     0	481065	504196	1293496	964468	783955	545441	356209	343476	1108466	1496410	1072935	1587577	1348793	1347294	478370	348121	     0		
sp|P01023|A2MG_HUMAN	P01023	A2MG_HUMAN	A2M	1474	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Alpha-2-macroglobulin 	1.0000	0.9990	7	49	17	49	3	2	3	3	3	2	4	3	2	3	3	3	1	3	4	2	3	2	3769565	2155529	2949223	4327887	3705517	2226602	6079940	2751427	2845125	5500693	4673534	3375366	1530156	4145037	3928999	1595168	1529859	1919799		
sp|P01024|CO3_HUMAN	P01024	CO3_HUMAN	C3	1663	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Complement C3 	1.0000	0.9990	56	586	586	586	38	30	35	46	38	37	15	15	14	46	40	45	53	42	50	15	15	12	8297824	6136052	6274723	14463834	12306670	6348072	19759368	5965739	8960450	14015536	13938950	7981556	15371066	10337518	10195511	8004832	7513913	7710812		
sp|P01033|TIMP1_HUMAN	P01033	TIMP1_HUMAN	TIMP1	207	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Metalloproteinase inhibitor 1 	1.0000	0.9990	8	184	184	184	17	16	13	14	14	12	1	1	0	12	16	13	17	19	14	2	2	1	16806475	8930837	10024730	18650014	16331366	8225041	2561658	1477267	     0	16937076	24365910	12239516	24787262	13854879	13349311	11032476	6968161	7548264		
sp|P01034|CYTC_HUMAN	P01034	CYTC_HUMAN	CST3	146	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Cystatin-C 	1.0000	0.9990	7	218	218	218	19	20	19	13	16	13	5	5	5	13	11	13	15	14	15	10	7	5	23352829	12355516	13460354	16546472	12809677	7751916	13307799	6986864	6468344	12278317	12301553	5969352	12243028	9719198	9356785	13125573	10089935	14656231		
sp|P01185|NEU2_HUMAN	P01185	NEU2_HUMAN	AVP	164	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Vasopressin-neurophysin 2-copeptin 	1.0000	0.9990	4	79	59	79	5	5	6	6	5	6	5	6	7	3	4	4	2	3	3	3	3	3	12742672	4313214	7357037	9490336	9000300	5957838	20786557	12718860	33919919	6411865	9151286	6558018	3090976	1792611	3627697	8305111	6823866	10151697		
sp|P01189|COLI_HUMAN	P01189	COLI_HUMAN	POMC	267	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Pro-opiomelanocortin 	1.0000	0.9952	2	22	22	22	2	2	2	1	2	1	1	0	0	2	2	1	1	0	1	2	1	1	4738238	3012821	3410394	4061398	5229196	1749158	1399101	     0	     0	6453642	6050344	3274530	705613	     0	3813444	5088369	3634074	2642639		
sp|P01222|TSHB_HUMAN	P01222	TSHB_HUMAN	TSHB	138	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Thyrotropin subunit beta 	1.0000	0.9990	3	75	75	75	7	6	9	3	5	4	4	4	4	3	5	3	4	4	4	2	2	2	23490003	13639798	14608582	18966026	14761242	8298903	20027826	7716269	7108863	17297386	14490481	8697754	18961378	6999600	9213110	10597254	4151223	3680690		
sp|P01308|INS_HUMAN	P01308	INS_HUMAN	INS	110	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Insulin 	1.0000	0.9990	2	85	43	85	7	7	7	9	3	7	0	4	1	7	6	4	4	7	5	1	3	3	88480133	54538246	58085577	88607693	2221203	55755186	     0	101494752	99511920	88615306	103118249	60087813	76031094	45360346	43030999	19909450	71380728	107201424		
sp|P01834|IGKC_HUMAN	P01834	IGKC_HUMAN	IGKC	107	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Immunoglobulin kappa constant 	1.0000	0.9990	5	79	79	79	7	5	6	7	6	7	0	0	0	7	7	6	7	7	7	0	0	0	3082309	2466478	2901743	4115599	2261341	1985137	     0	     0	     0	3425160	2613330	1937436	2352283	1777822	2180426	     0	     0	     0		
sp|P01857|IGHG1_HUMAN	P01857	IGHG1_HUMAN	IGHG1	330	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 1 	1.0000	0.9990	10	82	46	82	6	6	8	8	4	5	2	1	0	7	7	6	7	4	8	1	0	2	3915984	1683480	1892037	4395246	3491087	1853379	4808097	1106896	     0	4567792	5064162	2507186	5155181	2740736	3854680	620964	     0	1250139		
sp|P01876|IGHA1_HUMAN	P01876	IGHA1_HUMAN	IGHA1	353	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy constant alpha 1 	1.0000	0.9990	6	57	30	57	6	3	6	4	3	5	0	0	0	5	2	5	6	6	6	0	0	0	11145243	5904707	6714548	1396900	9609134	3990301	     0	     0	     0	7713489	7766044	3933324	7900455	3592422	4855751	     0	     0	     0		
sp|P02100|HBE_HUMAN	P02100	HBE_HUMAN	HBE1	147	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Hemoglobin subunit epsilon 	1.0000	0.9990	4	9	9	535	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	1	0	2	724860832	439002792	482738296	735635896	725909016	435901512	861965696	501405384	538927320	750640928	759716832	576835984	891067456	479263424	675448624	778739920	669115552	589749296		
sp|P02452|CO1A1_HUMAN	P02452	CO1A1_HUMAN	COL1A1	1464	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Collagen alpha-1(I) chain 	1.0000	0.9990	7	63	63	63	4	4	2	5	5	3	4	4	3	4	3	5	5	3	3	3	2	1	2415281	1472800	1544491	5767954	3031847	2275181	2073039	2407960	2666130	7257829	4212408	2211545	4032659	1610773	1451427	973578	469429	173330		
sp|P02533|K1C14_HUMAN	P02533	K1C14_HUMAN	KRT14	472	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 14 	1.0000	0.9990	11	59	7	74	6	7	4	4	4	6	3	2	3	4	2	3	4	3	1	1	1	1	9709410	4602517	5516498	8209696	4817602	4270639	5511112	2499783	2950232	2665769	2027237	2978983	3381104	2106966	2906048	1550100	960036	2020568		
sp|P02545|LMNA_HUMAN	P02545	LMNA_HUMAN	LMNA	664	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Prelamin-A/C 	1.0000	0.9990	30	310	298	310	25	21	22	17	19	19	9	10	9	21	19	16	29	23	17	12	11	11	5521180	2452472	2872670	6510522	5443582	2645236	7124372	3851084	4602838	6042528	6358838	3876967	6700641	4033700	4358950	6505296	5567805	4212705		
sp|P02647|APOA1_HUMAN	P02647	APOA1_HUMAN	APOA1	267	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Apolipoprotein A-I 	1.0000	0.9990	3	50	50	50	5	5	4	2	5	3	0	0	0	5	4	3	4	4	3	1	1	1	1997069	1589173	1452877	2094334	1793095	1439498	     0	     0	     0	4103434	2099655	1630669	2821057	1986057	2328200	445462	260411	328941		
sp|P02671|FIBA_HUMAN	P02671	FIBA_HUMAN	FGA	866	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Fibrinogen alpha chain 	1.0000	0.9990	2	24	24	24	1	2	1	1	2	1	3	2	2	0	1	1	1	1	1	1	1	2	3384688	1405103	2060200	2916840	4400351	1780655	7322277	2766111	2980360	     0	926681	2309061	2187945	455239	2867502	4676983	915353	6291810		
